,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YGR225W_mRNA,2,0,6,6,0,2,0,0,0,2,1,3,0,0,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR225W_pre-mRNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML035C_mRNA,448,436,367,166,218,227,32,132,91,316,391,343,12,1,30,35,5,73,2,16,17,1,9,17,34,17,91,19,39,20,11,0,22,1
YDR242W_mRNA,10,12,5,16,13,20,0,0,0,10,35,18,7,0,0,0,0,3,0,3.01,3,0,0,0,0,0,2,0,0,0,0,0,0,0
YBR211C_mRNA,66,53,62,19,24,31,2,13,15,27,59,35,4,0,3,5,2,1,1,0,0,0,0,0,0,0,7,3,3,0,12,0,0,0
YOR378W_mRNA,18,11,23,5,4.18,5,2,13,0,7,11,10,0,0,3,4,1,6,0,0,0,0,6,0,11,11,6,0,0,0,6,0,0,0
YBR158W_mRNA,335,283,243,122,133,145,13,65,49,151,235,202,13,3,32.24,41.46,9,21,7,18,18,0,17,21,21,0,42,30,43,13,9,0,9,0
YGL156W_mRNA,37,36,20,26,27,39,1,6,3,33,43,48,1,0,4,4,0,3,0,4,5,1,0,0,0,0,2,3,3,0,0,0,0,0
YJR047C_mRNA,6.47,2.79,2.33,0,1.25,0,1.33,1.29,3.77,6.63,9.37,6.33,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,4.29,0,0,0,3.19,0,0.84,0
YEL036C_mRNA,368,333,250,143,170,166,29,62,51,186,302,256,15,0,49.07,60.09,11,23,3,24,26,2,61,11,24,13,58,30,49,19,8,0,30,0
YKL047W_mRNA,108,100,68,77,43,68,10,24,48,88,80,88,14,0,10,11,1,9,0,5,5,0,11,1,1,0,17,11,19,8,12,0,1,6
YHR126C_mRNA,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YPR128C_mRNA,60,82,70,42,43,50,5,22,19,53,79,67,6,0,14,14,0,1,0,11,11,0,6,0,0,0,12,5,14,9,26,2,0,0
YPR180W_mRNA,84,114,97,51,71,62,7,16,17,81,86,94,6,0,11,14,3,6,0,7,10,3,21,0,0,0,17,8,23,15,16,0,0,0
YCL050C_mRNA,1309,1341,1125,454,677,631,131,338,236,763.85,1182,889,63,12,80,92,12,116,17,50.97,58,7,69,21,34,13,254,50,106.42,57,39,7,73,1
YDR530C_mRNA,48,50,35,11,32,29,4,5,9,34,32,38,0,3,2,2,0,6,0,1,1,0,9,0,0,0,13,0,0,0,0,0,0,0
YNL172W_mRNA,119,141,107,48,80,77,10,29,11,95,134,113,0,0,16,19,3,20,2,7,7,0,10,18,18,0,31,8.87,14.99,6,26,0,1,0
YDL008W_mRNA,155,191,99,58,98,93,8,29,33,128,161,117,2,0,10,10,0,5,0,2,2,0,1,6,6,0,8,4,6,2,0,0,21,0
YLR127C_mRNA,67,48,44,32,32,36,4,13,13,42,56,45,0,0,2,2,0,2,3,1,1,0,0,0,0,0,9,1,3,2,0,0,12,0
YDR118W_mRNA,48.52,39,44,21,15,36,4,10,6,17,46,38,0,0,2,3,1,1,6,0,5,5,1,0,0,0,14,0,4,4,0,0,15,0
YOR249C_mRNA,33,40,18,11,25,16,3,9,6,20,26,25,2,0,4,4,0,9,0,2,2,0,0,0,0,0,6,0,1,1,0,0,0,0
YLR102C_mRNA,23,37,25,12,16,21,1,9,2,17,30,30,1,0,5,5,0,3,0,0,0,0,0,0,0,0,8,0,2,2,0,0,4,0
YBR151W_mRNA,201,187,202,90,87,144,17,47,30,146,171,148,2,4,7,10,3,13,0,19,20,1,0,8,8,0,27,8,10,2,6,0,14,0
YKL103C_mRNA,263,260,206,72,113,113,14,55,26,119,182,188,23,9,40,48,8,53,2,13,15,2,18,0,17,17,63,24,31,7,36,0,3,0
YKL157W_mRNA,1346.75,1287,1005.16,633,756.59,602.18,71.02,292.15,244,696.44,1245.41,901.05,75,25,112.97,141,28,86,6,64,66,2,47,50,66,16,354.58,93,179,86,73,0,48,0
YKL157W_pre-mRNA,26.25,43.99,87.84,0,35.41,70.82,0,8.85,0,26.56,17.59,61.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.42,0,0,0,0,0,0,0
YBR286W_mRNA,2989,2975,2467,1251,1660,1553,156,668,551,2021,2777,2685,107,6,343,400,57,232,3,152,165,13,172,102,169,67,588,282.11,429.15,147,155,0,76,1
YHR113W_mRNA,237,228,165,86,137,94,10,43,37,143,172,167,14,9,21,25,4,13,2,19,19,0,7,6,6,0,62,15,35,20,13,0,1,0
YDR525W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL077W_mRNA,48,39,63,23,32,31,1,7,7,32,53,63,11,0,3,3,0,4,0,0,0,0,12,0,0,0,10,0,1,1,10,0,0,0
YJR005W_mRNA,174,216,147,77,107,125,10,49,29,126,192,169,9,6,32.94,45.89,13,3,0,15,15,0,11,11,21,10,27,19,21,2,0,0,13,0
YKL135C_mRNA,202,252,188,113,116,111,9,22,54,126,198,182,7,7,23,26,3,21,0,16,16,0,1,11,24,13,47,14,30,16,0,0,7,0
YBL037W_mRNA,143,135,142,63,100,101,4,29,46,77,114,126,1,7,31,31,0,23,0,10,23,13,4,0,0,0,40,13,18,5,12,0,6,0
YPR029C_mRNA,285,299,273,89,150,142,15,75,56,163,287,257,12,0,21,27,6,21,0,0,3.7,3,18,5,25,20,48,10,16,6,18,8,15,0
YPL195W_mRNA,198,203,162,69,91,95,10,47,39,120,197,169,9,2,9,11,2,28,11,12,16,4,26,1,0.99,0,47,14,21,7,9,1,5,0
YGR261C_mRNA,278,273,190,72,134,119,17,74,47,132,209,225,8,0,11.99,16,4,11,1,4.69,6.66,2,6,13,13,0,38,17,19,2,4,0,0,0
YPL259C_mRNA,112.45,125,109,39,59,50,3,26,20,59,100,83,0,11,14,18,4,9,4,0,0,0,20,3,3,0,35,11,18,7,15,0,2,0
YHL019C_mRNA,59,29,55,26,45,24,3,6,6,40,55,56,19,5,9,11,2,3,0,7,7,0,0,12,12,0,11,0,5,5,1,0,8,0
YBR288C_mRNA,149,165,137,84,83,106,6,49,49,117,155,155,13,0,19,37,18,6,0,8,12,4,0,0,1,1,46,5,13,8,15,0,1,0
YOL062C_mRNA,195,219,149,52,109,105,6,36,35,162,203,198,10,0,5,7,2,4,5,14,15,1,14,1,1,0,26,18,21,3,4,1,0,0
YKL114C_mRNA,115,146,108,68,75,63,12,27,28,91,136,102,2,0,19,23,4,13,0,7,9,2,4,0,9,9,38,17,19,2,1,0,7,0
YBL019W_mRNA,34,32,36,19,25,31,3,5,5,47,40,41,0,0,2.02,2,0,0,0,0,0,0,4,0,0,0,12,0,1,1,8,0,1,0
YNL094W_mRNA,62,49,47,33,56,52,0,8,9,55,62,50,1,0,12,14,2,3,0,5,5,0,0,0,0,0,8,1,1,0,0,1,0,1
YIL040W_mRNA,106,102,92,34,40,39,7,30,11,47,87,74,8,0,3,6,3,1,0,4.99,4.99,0,33,0,0,0,13,0,9,9,0.93,0,0,0
YJL075C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR170C_mRNA,186,128,105,74,101,123,9,27,19,52,117,102,4,0,18,20,2,19,0,0,0,0,6,0,0,0,23,7,7,0,9,0,17,0
YJR058C_mRNA,78,63,49,17,43,39,1,18,10,43,58,55,4,0,3,3,0,9,0,0,4,4,19,0,0,0,12,2,2,0,2,0,0,0
YJL024C_mRNA,89,112,96,37,68,61,0,32,19,62,97,89,19,0,14.3,14.08,0,4,5,6,6,0,0,0,0,0,23,7,13,6,4,0,6,0
YJL024C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML022W_mRNA,885,1289,1138,385,607,622,74,289,259,941,1109,992,7,0,54,65,11,44,2,40,45,5,23,1,12,11,128,72,96,24,18,0,29,0
YDR441C_mRNA,86,82,69,64,55,51,5,19,11,80,123,89,6,0,19,22,3,8,0,2,5,3,8,0,0,0,29,6.99,10,3,0,0,0,0
YNL065W_mRNA,35,40,25,7,22,10,2,10,5,14,20,20,2,0,18,18,0,11,0,9,10,1,0,0,0,0,12,5,8,3,6,0,1,0
YPR192W_mRNA,2,1,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
YLL052C_mRNA,8,29,11,4.99,4,5,1,0,1,3,7,5,0,0,2.97,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR149W_mRNA,337,256,210,130,244,137,19,41,50,151,195,211,42,5,61.1,86.12,25,60,0,40,48,8,22,17,25,8,144,46,72,26,64,0,21,0
YMR041C_mRNA,62,60,43,45,35,52,8,17,10,43,44,64,0,2,2,3,1,12,0,0,4,4,0,0,0,0,14,0,0,0,0,0,0,0
YER036C_mRNA,2503,3247,2605,1009,1387,1334,160,734,583,1752,2564,2352,123,10,170.98,201.95,31,150,8,78,85,7,129,72.99,99.99,27,535,108,201,93,107,19,45,7
YGL105W_mRNA,1559,1951,1476,715,969,771,101,460,372,1054,1424,1458,78,15,144.85,167.86,23,98,4,64,88,24,179,48,73,25,282,116,183,67,118,10,94,0
YIL062C_mRNA,212,220,168,99,111,83,6,39,28,105,141,130,26,0,24,32,8,26,5,9,15,6,23,0,9,9,59,17,28,11,10,0,14,5
YLR370C_mRNA,331,379,306,170,195,210,18,75,62,255,294,313,55,0,58,70,12,39,2,14,16,2,17,0,0,0,76,28,38,10,12,2,18,0
YKL013C_mRNA,328,312,214,144,194,191,14,94,36,204,266,245,13,0,12,22,10,36,0,10,13,3,29,11,11,0,48,36,49,13,14,0,27,0
YNR035C_mRNA,395,417,352,163,206,181,19,93,75,228,316,294,10,0,47,64.01,17,42,7,34,37.01,3,43,0.99,21,20,106,30,49,19,43,0,16,2
YBR234C_mRNA,449,361,254,147,198,165,11,76,75,222,279,288,15,0,26,33,7,53,0,22.97,24.94,2,37,9,10,1,103,16,30,14,18,0,23,0
YHR013C_mRNA,241,342,320,98,162,110,22,129,95,170,239,264,41,3,66,84,18,38,1,49,49,0,18,36,41,5,91,40,65,25,19,0,6,0
YCR048W_mRNA,276,245,210,96.97,145,137,39,59,48,169,291,218.99,27,5,32,38,6,21,0,2,2,0,43,0,0.95,0.98,28.98,11.19,24.07,13,0,0,15,0
YNR019W_mRNA,547,664,503,196.03,343,340,33,174,132,324,630,513.01,61,1,132,153.01,21,79,3,43,56,13,54,15,26.05,11.02,112.02,52,95,43,73,0,65,0
YDL192W_mRNA,569.62,648.54,415.97,214.71,257.14,203.98,31.99,143.61,114.01,335.15,366.93,427.98,45.04,3,88.25,120.3,28.99,45.8,10,31,54.38,22,38.99,18.74,60.39,40.71,226.45,68.87,134.5,64.78,120.19,5,57.83,0
YDL137W_mRNA,494.38,502.04,390.03,216.29,254.17,224.17,29.01,96.39,75.99,279,390.64,381.02,36.96,10,172.75,183.62,14.01,54.2,0,73,71.62,0,74.01,47.26,66.61,20.29,199.55,138.13,188.07,51.22,59.81,14,30.17,2
YDL137W_pre-mRNA,0,3.42,0,0,13.69,6.85,0,0,0,6.85,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR094W_mRNA,75,104,86,41,46,51,4,10,11,40,64,63,0,0,6,6,0,21,0,0,0,0,15,5,5,0,36,15,20.01,5,19,0,0,0
YOL058W_mRNA,513,625,485,391,528,745,60,286,272,655,1022,896,10,0,10,19.01,9,25,1,13,20,7,24,3,14,11,102,29,36,7,29,0,39,14
YJL071W_mRNA,67,63,48,39,41,40,4,12,9,48,79,69,11,0,6,6,0,10,0,3,3,0,20,0,0,0,21,3,7,4,8,0,0,0
YJL088W_mRNA,139,93,82,62,70,94,11,33,30,62,138,112,10,0,16,16,0,10,0,0,0,0,0,0,0,0,19,3,8,5,4,0,0,0
YHR018C_mRNA,504,612,514,356,404,459,52,151,145,500,723,632,16,6,27.11,36.26,9,17,0,12,12,0,26,20,20,0,106,54.68,66.82,12,45,12,17,0
YER069W_mRNA,564,523,378,296,347,454,51,211,217,368,628,498,11,0,57,67,10,4,0,9,9,0,37,17,31,14,107,33,63,30,19,0,20,0
YMR062C_mRNA,224,327,282,183,270,214,33,102,98,258,386,368,16,0,12,13,1,26,2,5,7,2,9,5,11,6,82,16,48,32,63,0,23,0
YOL140W_mRNA,142,138,101,72,98,127,8,66,45,92,144,130,2,0,6,7,1,9,0,3,6,3,13,0,9,9,20,6,8,2,1,0,1,0
YMR042W_mRNA,15,19,19,8,19,5,0,6,1,10,33,24,2,0,11,11,0,0,0,4,4,0,5,0,0,0,10,6,7,1,3,0,0,0
YML099C_mRNA,47,48,42,37,27,22,2,5,14,44,48,48,0,0,6,9,3,8,0,2,8.01,6,1,4,4,0,9,4,9,5,0,0,0,0
YDR173C_mRNA,35,36,25,9,12,23,6,4,4,21,36,25,0,0,5,6,1,0,0,2,2,0,10,7.02,7.03,0,4,5.96,6.95,0,0,0,15,0
YDR376W_mRNA,59,70,52,23,44,44,5,20,12,52,49,68,11,1,6,11,5,8,0,9,9,0,3,1,1,0,31,14,26,12,9,0,0,0
YGL157W_mRNA,261,290,237,180,185,146,8,41,38,172,268,231,12,4,28,39,11,49,3,13.86,18.9,5,0,11,11,0,61,25.78,36.85,11,9,0,6,0
YNL020C_mRNA,33,34,36,27,21,33,0,10,10,29,40,44,0,2,7,9,2,1,0,0,1,1,0,0,9,9,7,5,5,0,0,0,0,0
YBR164C_mRNA,90,112,76,38,54,37,10,20,18,58,90,91,0,0,26,30,4,18,0,6,14,8,0,10,10,0,38,12,17,5,15,0,15,0
YPL051W_mRNA,33,26,25,7,16,11,0,2,3,12,13,13,0,0,3,3,0,0,0,11,11,0,5,0,0,0,4,2,2,0,8,0,0,0
YHL040C_mRNA,9,31,60,9,13,10,9,11,20,19,13,23,0,0,2,2,0,1,0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0
YHL047C_mRNA,10,8,20,1,10,11,2,2,2,7,18,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR127W_mRNA,2420,2461,1914,1138,1375,1407,108,623,493,1644,2461,2171,77,9,158.84,188.93,30,196,6,78.99,98.99,20,128,73.08,100.15,27,453,184,265,81,115,0,86,0
YDR380W_mRNA,127,239,159,116,170,130,3,26,13,128,153,130,38,4,72,80,8,77,5,51,65,14,17,4,4,0,114,29,40,11,57,0,2,0
YGL148W_mRNA,1520,1779,1411,714,810,884,145,431,270,1083,1695,1352,74,0,119,134.99,16,112,1,65,87,22,104,15,29,14,345,105.19,170.88,65,68,0,44,1
YDR035W_mRNA,354,397,315,155,266,221,22,91,82,305,396,382,30,4,77.97,92.98,15,77,17,30.04,47.02,17,67,7,24,17,189,61,96,35,53,1,36,1
YBR249C_mRNA,1527,1585,1255,809,1031,894,135,362,256,1264,1769,1469,72,11,190.99,224,33,83,3,47,64,17,59,45,66,21,317,235,337,102,55,4,27,6
YPR060C_mRNA,108,104,85,29,66,49,6,32,35,70,108,91,11,0,28,28,0,13,2,6,6,0,16,2,2,0,38,12,15,3,18,0,0,0
YGL202W_mRNA,1787.77,2610,1937,794,1126,1026,114,752,531,1400,2120,1782,115,4,256,301,45,202,18,116,136,20,99,31,62,31,466,155,208,53,97,1,82,2
YDR421W_mRNA,35,37,35,22,20,13,6,6,1,23,29,24,0,0,6,9,3,7,0,3,3,0,8,0,0,0,0,4,10,6,0,0,0,0
YHR137W_mRNA,201,285,244,106,188,171,4,35,20,198,211,195,39,15,70,82,12,44,0,10,13,3,4,7,21,14,129,10,30,20,42,0,41,2
YHR129C_mRNA,36,53,29,20,29,27,3,1,1,28,53,54,4,0,9,9,0,8,0,0,0,0,5,0,10,10,0,5,5,0,0,0,1,0
YDR106W_mRNA,0,1,1,1,3,2,0,0,0,5,2,3,0,0,0,0,0,0,0,0,5.62,5,0,0,0,0,1,0,0,0,0,0,0,0
YDL029W_mRNA,669,661,475,250,349,335,50,140,130,449,582,523,43,0,88.91,104.14,15,78,0,27,44,17,35,16,22,6,223,37,65,28,61,0,16,0
YDL029W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR065C_mRNA,462,471,311,183,273,226,37,95,109,249,374,326,44,6,106.01,114,8,69,5,53.09,53.09,0,85,10,16,6,181,82,105,23,36,0,38,10
YJL081C_mRNA,185,226,175,53,141,102,14,37,22,143,213,159,14,6,26,33,7,31,0,6,6,0,19,0,1,1,73,8,16,8,10,0,0,0
YNL059C_mRNA,145,130,99,55,69,73,3,16,25,84,105,98,1,10,10,13,3,23,0,4.01,4.05,0,3,4,4,0,58,17,36,19,5,0,7,0
YLR085C_mRNA,55,66,44,21,41,24,4,16,11,48,50,62,8,8,6,17,11,2,0,9,9,0,17,0,0,0,15,1,2,1,15,0,5,0
YPR034W_mRNA,237,235,178,89,106,120,18,42,58,161,172,203,26,5,28,41,13,26,11,11,12.01,1,27,5,5,0,121,36,49,13,11,20,38,1
YOR141C_mRNA,180,158,152,70,92,69,4,40,38,99,142,145,23,0,33,33,0,25,0,11,12,1,11,7,7,0,35,12,23,11,25,8,8,10
YMR033W_mRNA,290,257,184,83,124,134,11,80,41,133,179,180,12,6,21.03,27.01,6,22,0,8,10,2,21,8,8,0,44,13,26,13,4,0,9,9
YMR033W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR199C_mRNA,21,22,14,17,13,16,0,3,0,11,22,13,0,0,4,7,3,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0
YPR200C_mRNA,1,3,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR201W_mRNA,2,6,6,6,8,6,0,2,1,9,6,15,0,0,1,1,0,0,0,0,0,0,1,0,5,5,2,2,2,0,0,0,0,0
YLR392C_mRNA,45,45,21,7,19,26,1,6,3,25,36,28,2,0,10,12,2,0,0,7.08,7.19,0,0,0,0,0,7,0,9,9,0,0,2,0
YGR068C_mRNA,70,83,66,36,49,41,4,14,15,52,62,78,0,0,6,6,0,15,0,0,0,0,1,7,7,0,26,8,12,4,12,0,9,0
YLR242C_mRNA,23,25,14,11,16,20,0,2,5,17,14,23,0,0,0,0,0,2,0,0,0,0,8,0,0,0,3,5,5,0,1,0,0,0
YDR101C_mRNA,493,658,475,243,312,315,48,152,123,370,541,494,15,0,80.59,96.21,16,31,8,36,43,7,60,8,20,12,131,55,87,32,45,0,15,2
YPR085C_mRNA,51,56,37,17,43,23,0,12,5,36,64,71,4,0,1,1,0,0,0,0,5,5,4,9,9,0,4,1,1,0,4,0,1,0
YMR116C_mRNA,24051,20351.63,17450,7936,10420,9765,1903,5053,4012,12724,18944,14851,1026,30,2369.93,2678.7,309,1603,20,897.02,1025.03,128,1226,853,1237.82,385,5183,2239.76,2929.52,690,862,0,786,8
YMR116C_pre-mRNA,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,20.84,20.88,0,0,0,0,0,0,0,0,0,0,0,62.15,62.47,0,0,0,0,0
YOR058C_mRNA,84,74,62,27,31,36,5,15,10,42,48,41,1,3,3.01,5.01,2,5,0,0,0,0,1,0,14,14,28,4,6,2,0,0,0,0
YJL115W_mRNA,100,108,61,45,47,42,8,17,17,70,73,71,16,0,24.99,28.97,4,11,2,21,23,2,5,0,11,11,51,19,24,5,15,0,10,0
YDL197C_mRNA,21,20,13,13,11,8,4,0,5,7,18,15,0,0,2,2,0,0,2,0,0,0,9,0,0,0,3,7,9,2,7,0,0,0
YIL130W_mRNA,91,112,83,35,64,54,6,20,21,66,72,61,5,2,17,19,2,14,0,9,9,0,5,0,16,16,25,14,20,6,4,4,0,0
YJL170C_mRNA,17,36,19,6,6,11,1,7,5,0,0,2,3,0,2,3,1,2,0,0,0,0,9,0,12,12,4,4.77,6.93,2,1,0,0,0
YKL185W_mRNA,235,227,192,114,123,106,3,36,43,151,184,192,7,6,38,43,5,24,0,7,11,4,8,6,6,0,59,29,34,5,18,14,13,0
YMR119W_mRNA,102,72,65,56,50.23,47,1,25,18,58,82.82,59,2,0,4,4,0,0,0,12.97,12.97,0,3,0,0,0,21,13,13,0,17.22,0,6,0
YNL159C_mRNA,73,61,55,33,43,51,1,20,10,38,59,52,7,0,3,5,2,15,0,5,5,0,14,0,0,0,7,0,1,1,18,7,0,0
YNL008C_mRNA,138,209,144,76,108,105,7,39,34,148,184,162,3,0,4,7,3,11,0,0,3,3,0,0,0,0,21,6,14,8,8,0,0,0
YKL052C_mRNA,66,69,58,47,36,22,5,20,10,27,82,48,9,0,7,9,2,18,0,7,9,2,14,0,0,0,23,4,5,1,5,0,3,0
YGR097W_mRNA,206,206,202,137,111,123,9,33,14,153,219,204,11,0,20.99,27.97,7,12,6,3,4,1,5,17,17,0,46,20.15,26.31,6,7,10,9,0
YDL088C_mRNA,82,82,63,41,40,41,5,21,4,43,70,61,0,0,14,15,1,21,0,2,14,12,2,11,11,0,25,10.01,19.08,9,16,0,0,1
YPR145W_mRNA,3333.18,3910.22,2949.63,1329.93,2222.1,1980.98,301.65,1016.33,830.79,2924.7,4544.41,3815.71,200,26,320.29,404.82,84.26,295.6,14,223.68,258.74,35,223.01,168.67,226.7,58,906.17,413.76,614.59,200.62,249.4,7,129.9,2
YGR124W_mRNA,2161.67,2555.78,2035.37,970.07,1372.9,1195.02,207.35,646.67,615.21,1539.3,2343.59,2210.29,148,0,382.15,446.63,64.74,163.4,11,155.02,174.98,20,204.99,168.33,225.3,57,578.83,247.23,384.81,137.38,143.6,0,116.1,0
YDR321W_mRNA,571,561.86,480,233.6,266,264,33,102,64,314.89,494,483,58,8,74,88,14,53,4,29,39,10,92,29,41,12,197,58,87,29,58,0,25,1
YLR155C_mRNA,27.25,10,12,14.25,12.5,12.25,1,2.25,2.5,11.75,27.5,26.25,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.25,1.25,1.25,0,2.25,0,0,0
YLR157C_mRNA,27.25,10,12,14.25,12.5,12.25,1,2.25,2.5,11.75,27.5,26.25,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.25,1.25,1.25,0,2.25,0,0,0
YLR158C_mRNA,27.25,10,12,14.25,12.5,12.25,1,2.25,2.5,11.75,27.5,26.25,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.25,1.25,1.25,0,2.25,0,0,0
YLR160C_mRNA,27.25,10,12,14.25,12.5,12.25,1,2.25,2.5,11.75,27.5,26.25,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.25,1.25,1.25,0,2.25,0,0,0
YPR093C_mRNA,39,29,24,22,27,18,2,3,2,22,23,18,4,0,4,4,0,2,0,0,0,0,0,0,0,0,7,4,4,0,0,0,9,0
YBL069W_mRNA,255.77,228.15,162.77,91,122.06,123.55,13.07,46.51,30.52,162.77,170.02,187.48,9,0,15,20,5,16,3,0,0,0,20,2,2,0,41,27.75,32.06,4.36,12,0,16,1
YER101C_mRNA,33,37,19,32,29,32,1,5,8,21,22,26,3,0,1,1,0,3,0,0,0,0,13,20.33,20.55,0,10,8,8,0,0,0,14,0
YDR184C_mRNA,78,86,73,53,32,30,3.59,19,21,40,80,64,0,0,12.7,17.83,5,8,0,0,3,3,1,0,0,0,17,8,12,4,1,0,12,0
YGL017W_mRNA,58,56,48,16,23,45,5,10,10,38,41,48,3,5,8.09,12.32,4,5,0,3,3,0,2,0,0,0,21,2,7,5,9,0,8,0
YOR377W_mRNA,82,52,45,13,39,35,2,16,17,50,77,47,8,0,5,5,0,4,0,0,0,0,0,0,0,0,3,6,8,2,6,0,0,0
YGR177C_mRNA,302,411,350,114,159,166,16,67,53,216,314,237,16,0,15,21,6,17,0,3,11,8,1,0,17,17,67,19,22,3,0,0,8,0
YGL180W_mRNA,38,39,34,15,25,26,1,17,14,23,44,40,9,0,7,7,0,3,0,2,2,0,4,7,7,0,11,2,3,1,0,0,0,0
YLL042C_mRNA,11,4,9,1,3,5,0,3,1,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0
YPR049C_mRNA,55,57,35,26,35,29,0,13,5,37,55,67,8,4,10,10,0,1,0,4,4,0,10,0,0,0,16,10,11,1,0,0,1,0
YBR217W_mRNA,9,3,15,8,10,9,0,3,2,6,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR185W_mRNA,30,51,32,23,26,23,3,8,4,31,37,34,0,0,3,3,0,3,3,1,1,0,2,0,0,0,26,4,5,1,0,5,0,1
YBR128C_mRNA,13,4,2,0,0,3,0,0,1,2,9,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
YCR068W_mRNA,88,62,46,67,57,43,2,5,9,59,93,87,0,1,21,23,2,3,0,7,7,0,17,0,5,5,17,9,11,2,7,3,0,0
YMR159C_mRNA,22,12,8,17,31,37,0,2,0,21,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
YLR423C_mRNA,18,13,13,11,8,4,1,4,3,10,18,11,0,7,0,0,0,3,0,0,0,0,19,2,2,0,4,0,1.02,1,0,0,0,0
YFR021W_mRNA,208,153,155,101,73,89,6,32,40,126,128,127,2,0,9,9,0,6,0,2,2,0,7,0,0,0,25,10,15.95,6,5,0,12,0
YOL082W_mRNA,51,35,30,25,22,20,0,3,3,22,34,45,6,0,3,3,0,6,2,0,0,0,2,1,1,0,17,2,7,5,0,6,0,7
YNL242W_mRNA,114.76,97,78,43,49,49,2,18,16,61,72,72,18,0,20.04,26.1,6,10,3,1.33,1.49,0,2,0,0,0,32,10.99,10.96,0,11,0,0,0
YDL113C_mRNA,89,109,94,46,62,58,6,14,11,47,76,67,2,0,0,0,0,4,0,0,0,0,4,0,0,0,2,7,7,0,7,0,0,0
YPL100W_mRNA,54,64,42,25,43,27,3,12,9,26,54,44,0,0,10.21,11.06,1,4,0,0,0,0,10,0,0,0,39,9,10,1,0,0,0,0
YCL038C_mRNA,41,58,43,37,47,46,0,18,10,53,88,69,0,0,2.86,3.3,1,0,0,0.99,0.97,0,0,0,0,0,12,11,11,0,15,0,1,0
YLR431C_mRNA,15,20,11,8,14,12,3,2,1,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0
YLR189C_mRNA,86,90,62,37,51,47,7,20,8,50,86,95,21,0,5.99,6,0,3,0,5,5,0,6,0,0,0,19,2,4.01,2,1,0,9,0
