,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YDR183C-A_mRNA,5.75,2.77,6.71,3.75,4.83,3.16,6.64,6.01,7.24,5.43,0.33,1.37,0.32,0.58,0.91,0.73,1.49,0.77,0.95,0.53,0.53,0.08
YDR186C_mRNA,73.15,32.97,55.77,34.77,71.91,36.16,68.17,38.37,72.11,67.55,110.62,92.17,81.31,98.17,95.82,101.98,116.12,113.61,112.85,97.36,93.43,87.67
YDR187C_mRNA,0.07,0.07,0.09,0,0.04,0.03,0.21,0,0.04,0.03,0.22,0.07,0.11,0.11,0.15,0.15,0.02,0.21,0.22,0,0,0.17
YDR193W_mRNA,0.08,0.11,0.11,0.03,0.23,0.01,0.23,0.04,0.34,0.27,0,0.05,0.19,0.08,0.47,0,0.07,0.07,0.06,0,0.24,0.21
YDR194W-A_mRNA,0.36,0.25,0.05,0.34,0.14,0.14,0.68,0,0.31,0.28,0.33,0,0.5,0,0.49,0.89,0.15,0.22,0.34,0.56,0.59,1.02
YDR199W_mRNA,0.18,0.09,0.16,0.05,0.15,0.06,0,0.13,0.19,0.08,0.32,0,0.43,0,0,0.6,0.24,0.24,0.25,0,0.26,0.2
YDR203W_mRNA,1.33,0.66,1.16,0.62,0.89,0.33,1.65,0.15,1.81,1.85,0.59,0.7,0.77,1.89,2.09,2.33,1.32,0.44,0.99,1.76,1.31,2.09
YDR209C_mRNA,0,0.39,0.17,0.26,0.23,0.19,0.28,0.2,0.41,0.18,1.39,0.6,1.31,0.41,1.82,0.41,0.22,0.43,0.51,2.31,0.96,1.31
YDR210C-D_pre-mRNA,0.01,0.07,0.01,0.06,0.1,0.08,0.01,0.12,0.06,0.09,0.23,0.64,0.42,0.93,0.61,0.67,0.65,0.83,0.74,0.48,0.82,0.79
YDR210W_mRNA,322.97,323.68,292.86,330.74,249.17,231.54,240.13,218.49,431.32,385.86,352.33,344.33,357.94,488.4,473.68,428.65,221.5,220.7,218.1,515.6,495.92,520.08
YDR210W-B_pre-mRNA,6.01,8.08,8.06,7.82,9.21,7.52,6.51,5.67,10.33,8.92,34.3,27.3,23.75,48.62,40.97,40.07,20.3,21.99,21.22,46.53,50.19,41.23
YDR215C_mRNA,0.04,0.05,0.11,0.11,0.17,0,0.06,0,0.07,0.08,0.37,0,0,0,0.87,0.6,0.15,0.15,0.08,0.18,0.31,0.08
YDR220C_mRNA,5.05,3.6,3.18,2.92,4.83,2.72,5.05,0,7.08,4.9,3.08,1.67,1.32,0,4.01,1.55,2.68,4.15,3.34,3.24,1.53,4.19
YDR222W_mRNA,31.28,23.08,30.65,23.5,32.17,23.75,33.99,23.7,34.83,32.34,42.67,42.86,38.01,56.99,48.72,48.65,47.86,42.67,46.14,52.3,43.67,43.19
YDR230W_mRNA,0.76,0.23,0.39,0.22,0.43,0.35,0.62,0.41,0.74,0.62,0.99,2.55,2.63,0.95,2.11,1.23,0.96,1.66,1.14,3.48,2.26,2.76
YDR239C_mRNA,28.47,18.65,26.88,18.72,27.89,18.94,30.89,21.71,31.29,27.51,30.66,28.49,26.15,34.91,34.32,34.54,34.09,32.22,32.15,34.35,31.54,31.66
YDR246W-A_mRNA,3.51,2.09,3.62,2.21,4.07,1.61,3.16,1.47,4.27,3.89,12.51,16.49,14.83,11.65,19.27,11.44,9.36,10.92,9.36,23.79,23.73,15.53
YDR248C_mRNA,43.63,42.86,43.01,42.9,36.07,33.34,41.88,36.86,49.14,42.95,28.48,24.08,22.57,31.44,24.75,32.77,23.88,22.64,23.5,25.52,29.2,33.33
YDR249C_mRNA,22.61,14.59,20.38,14.19,24.3,10.88,24.16,12.22,30.52,25.85,18.69,14.22,14.55,26.36,19.49,25.73,17.56,16.39,15.72,22.07,16.83,22.01
YDR250C_mRNA,2.18,0.6,1.77,0.71,1.65,0.35,1.81,0.77,2.45,2.44,1.34,0.52,0.64,2.34,2.14,1.15,1.08,1.3,0.81,3.92,2.3,2.96
YDR261C-D_pre-mRNA,0.3,0.47,0.57,0.42,1.29,1.32,1.15,0.8,0.65,0.55,5.82,4.76,6.16,8.16,5.39,5.8,10.14,10.49,9.81,5.67,7.55,6.63
YDR261W-B_pre-mRNA,13.65,13.86,13.21,13.23,25.75,26.4,21.22,22.1,18.16,16.69,77.18,73.92,58.94,104.6,83.67,102.55,53.45,60.28,56.76,89.09,102.44,104.22
YDR262W_mRNA,79.39,49.67,79.28,49.11,69.36,37.48,83.99,43.12,79.81,71.03,65.88,57.78,61.38,66.29,67.81,68.02,59.83,59.07,53.89,64.36,55.71,56.16
YDR269C_mRNA,0.05,0.05,0.08,0.11,0.11,0.05,0.04,0.14,0.2,0.14,1.79,2.29,0.31,3.06,1.5,2.59,0.25,0.1,0.12,1.81,1.88,1.83
YDR271C_mRNA,2.02,1.38,2.82,1.76,0.7,0.36,1.11,0.65,1.8,1.82,7.88,2.04,1.78,11.92,9.36,8.88,0.68,1.04,0.7,6.99,4.39,5.38
YDR274C_mRNA,0.27,0.09,0.05,0.07,0.1,0.04,0.28,0,0.27,0.2,0,0,0.35,0.51,0.34,0.59,0.21,0.44,0.51,1,0.2,0.59
YDR278C_mRNA,672.74,356.86,130.19,192.26,201.83,177.02,484.69,584.52,662.03,243.41,22.76,22.57,32.74,9.21,66.09,17.11,6.99,13.19,13.18,27.83,11.44,38.52
YDR282C_mRNA,38.73,27.82,39.56,26.56,34.31,19.57,39.5,23.19,48.87,40.89,38.14,31.13,29.27,49.51,39.47,51.92,28.16,27.84,27.25,46.05,44.57,47.22
YDR286C_mRNA,56.54,49.94,56.98,47.51,51.78,40.77,56.01,40.08,65.04,58.67,29.48,17.27,19.45,26.11,26.06,24.37,23.81,19.43,19.15,25.88,21.12,25.25
YDR290W_mRNA,0.11,0.02,0.03,0.04,0.04,0,0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0
YDR306C_mRNA,30.14,19.74,28.97,19.9,30.2,18.74,30.52,19.46,36.3,30.35,29.87,26.53,24.31,33.88,29.32,30.46,30.35,27.33,27.65,32.37,28.78,27.1
YDR316W-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR320W-B_mRNA,12.12,11.9,10.87,10.18,13.75,10.42,16.1,8.33,21.56,16.16,16.28,19.87,18.25,19.12,30.88,26.57,13.49,13.7,11.25,35.29,14.39,27.77
YDR327W_mRNA,0.2,0.11,0.15,0.15,0.21,0.06,0.23,0.05,0.35,0.32,0.51,1.59,0.28,0,0.45,0,0.26,0.41,0.24,0,0,0.49
YDR336W_mRNA,54.43,31.06,46.95,31.24,49.75,23.48,52.59,25.51,68.3,56.87,52.03,57,43.2,75.01,59.1,78.32,41.84,41.2,41.03,66.91,60.87,67.66
YDR338C_mRNA,32.28,16.41,29.52,16.25,31.96,12.98,32.23,14.17,34.2,31.43,29.26,28.94,25.73,30.73,27.58,32.75,30.99,31.71,30.08,29.4,29.97,32.15
YDR340W_mRNA,336.46,273.48,293.34,301.11,431.93,473.42,550.7,601.18,401.08,337.06,76.73,90.27,76.99,120.89,89.07,106.79,80.52,90.1,80.4,68.6,64.14,110.14
YDR341C_mRNA,235.86,242.9,253.01,239.47,256.77,268.15,313.16,288.53,280.9,250.28,231.57,243.68,223.36,256.99,219.62,232.29,271.86,257.65,263.4,236.14,241.79,233.66
YDR344C_mRNA,7.84,4.35,7.75,4.71,6.07,3.82,7.89,3.74,7.23,6.14,17.85,20.77,21.09,15.41,22.99,23.24,15.36,14.82,13.21,19.18,21.04,20.21
YDR354C-A_mRNA,1.3,0.38,0.48,0.17,0.81,0.06,0.86,0.09,0.85,1.1,0.49,0,0.41,1.04,0,1.98,0.06,0.75,0.45,1.26,0.29,1.21
YDR355C_mRNA,0.05,0.03,0.14,0,0.03,0,0,0,0.09,0.11,0,0,0,0,0,0,0,0.15,0.16,0,0,0.15
YDR365W-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR366C_mRNA,53.9,49.69,75.95,49.09,48,32.74,62.6,31.78,87.92,75.16,34.27,40.05,27.36,63.15,41.07,52.84,33.96,32.58,28.35,41.96,45.84,41.93
YDR371C-A_mRNA,1.92,0.47,0.47,0.34,0.66,0.29,0.44,0,0.96,0.62,0,0,0.19,1.21,0.63,0,0.26,0.92,0.31,1.92,1.44,1.06
YDR381C-A_mRNA,48.93,23.43,27.38,28.78,25.17,19.07,21.16,31.62,33.99,33.88,8.12,11.99,0,15.92,6.62,18.5,14.29,12.02,6.29,0,15.13,3.22
YDR381C-A_pre-mRNA,27.06,19.31,26.83,17.06,24.29,13.95,28.65,13.84,30.13,25.28,27.31,13.87,23.2,22.59,26.11,24.94,21.22,22.03,22.02,31.63,19.6,25.16
YDR387C_mRNA,36.26,24.68,32.64,25.88,27.5,13.02,29.72,13.19,45.51,40.51,48.14,52.52,40.75,87.84,67.55,82.18,30.32,28.67,27.44,69.01,68.99,76.4
YDR391C_mRNA,53.04,41.54,50.78,41.45,32.55,17.67,33.75,18.13,65.84,60.34,46.57,51.57,41.63,89.2,71.07,93.08,27.32,26.15,26.6,71.34,75.67,84.59
YDR396W_mRNA,0.73,0.89,0.56,0.71,0.86,0.54,0.51,0.27,1.08,0.77,0.17,0.93,0.47,1.35,1.05,0.52,0.26,0.42,0.19,0.05,0.17,0.67
YDR401W_mRNA,4.48,2.05,2.78,1.98,3.03,1.43,3.55,1.35,3.82,3.42,6.24,4.79,4.76,6.84,7.18,6.88,2.02,2.63,2.3,7.5,4.51,6.47
YDR406W-A_mRNA,0.13,0.02,0.03,0.03,0,0.09,0.1,0.07,0.1,0.02,0,0,0,0,0,0,0,0.03,0,0,0.32,0
YDR413C_mRNA,0.65,0.18,0.29,0.15,0.29,0.12,0.12,0,0.38,0.23,0.09,0,0.31,0,0.16,0,0.25,0.19,0.22,0.28,0.12,0.19
YDR415C_mRNA,43.19,33.14,45.99,32.14,45.16,28.76,45.74,29.23,48.43,44.12,49.23,43.2,38.03,38.83,43.63,44.68,45.9,43.95,45.06,44.64,42.38,37.96
YDR417C_mRNA,3.28,2.28,1.19,1.88,1.92,1.09,1.88,1.49,2.78,2.04,2.28,1.93,2.63,2.03,1.52,0.94,0.88,1.29,1.14,2.35,1.78,1.65
YDR426C_mRNA,0.58,0.6,0.69,0.5,0.43,0.34,0.55,0.47,0.61,0.6,0.22,0.46,0.2,0.56,0.63,0.34,0.5,0.49,0.24,0.22,0.21,0.53
YDR431W_mRNA,0.29,0.13,0.17,0.25,0.22,0.09,0.23,0.56,0.17,0.17,0,0,0.22,0.56,1.12,0.86,0.3,0.18,0.2,0.68,0.89,0.39
YDR433W_mRNA,65.11,56.66,44.92,52.66,12.67,11.83,32.67,45.3,14.95,15.7,0.94,0,0.89,3.15,0.13,1.82,1.38,0.95,1.14,0,0.89,1.19
YDR442W_mRNA,0,0.03,0.07,0.11,0.11,0.04,0.23,0.04,0.09,0.12,0,0,0,0,0.06,0.08,0.01,0.07,0.09,1.02,0.13,0.09
YDR444W_mRNA,34.32,23.56,33.51,23.65,30.25,17.75,33.51,20.67,41.43,35.2,29.14,30.69,27.17,39.92,33.28,39.77,26.43,24.53,23.99,33.5,28.61,36.91
YDR445C_mRNA,0.56,0.63,0.6,0.38,0.34,0.23,0.92,1.23,0.91,0.51,1.1,0.66,1.07,0,0.75,0.47,0.38,0.37,0.41,1.27,0.84,0.66
YDR455C_mRNA,0.21,0.17,0.16,0.02,0.34,0,0.16,0,0.26,0.25,0.24,0,0,0,0,0,0.12,0.06,0.13,0.74,0.41,0.11
YDR461C-A_mRNA,19.69,16.89,18.07,16.7,17.85,12.37,16.61,12.86,18.95,18.47,26.36,17.89,20.52,13.08,24.08,15.92,21.72,23.96,23.83,12.56,11.17,10.44
YDR464C-A_mRNA,0,0.02,0,0.03,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0.03,0,0,0
YDR467C_mRNA,10.25,6.84,10.36,6.89,8.48,5.73,10.01,7.66,11.71,11.5,4.68,6.05,5.75,10.44,9.03,11.69,7.9,6.77,6.55,11.02,11.05,10.39
YDR476C_mRNA,42.5,36.87,33.83,36.53,35.62,28.97,21.66,19.68,26.92,38.43,83.19,76.38,98.87,55.56,103.14,83.88,66.31,83.26,85.92,107.64,106.74,89.37
YDR491C_mRNA,0.35,0.22,0.15,0.2,0.33,0.13,0.3,0,0.5,0.35,0,0.26,0.16,0.35,0.48,0.18,0.08,0.13,0.1,0,0.48,0.33
YDR509W_mRNA,0.24,0.18,0.22,0.09,0.23,0.06,0.04,0.05,0.47,0.19,0.09,0,0.08,0.49,0,0.13,0.09,0.02,0.12,0.53,0.27,0.21
YDR510C-A_mRNA,0.32,0.17,0.44,0.12,0.24,0.14,0.82,0.61,0.45,0.22,1.91,0,0.95,1.26,0,0.48,0.63,0.86,0.58,0.62,0,0.78
YDR514C_mRNA,45.88,28.99,36.24,29,38.45,27.21,44.6,31.9,43.92,36.73,28.29,26.24,22.83,27.07,27.84,29.92,33.23,31.57,31.38,24.38,24.2,25.61
YDR521W_mRNA,0.24,0.05,0.3,0.06,0.35,0.05,0.23,0.05,0.48,0.33,0,0,0.25,0.64,0.35,0.87,0.29,0.14,0.15,0,0.17,0.58
YDR524C-A_mRNA,56.21,96.57,21.93,13.47,30.53,11.95,89.69,28.87,97.34,35.34,122.24,10.46,96.09,26.13,299.26,14.33,57.28,107.79,101.49,181.46,13.62,86.01
YDR524C-B_mRNA,1620.74,1763.8,1290.66,1944.8,1736.76,1821.47,1325.4,1418.29,1588.83,1698.11,1574.39,1520.16,1799.65,865.34,1680.87,1269.3,1162.68,1477.5,1443.98,1635.93,1661.54,1417.23
YDR524W-C_mRNA,3.09,1.57,1.53,1.4,1.08,0.88,1.24,1.18,0.74,1.39,0,0,0,0,0,0,0,0,0.13,0,0.44,0.15
YDR526C_mRNA,0.51,0.16,0.36,0.15,0.38,0.12,0.54,0.39,0.55,0.61,0.53,0.46,0.43,0.12,0.61,0.49,0.33,0.43,0.37,0.23,0.73,0.75
YDR535C_mRNA,1.53,1.13,0.43,0.7,1.45,0.7,0.55,0.82,0.58,0.85,0.44,0,0,0,0,2.32,1.34,3.37,1.56,1.16,0,0
YDR535C_pre-mRNA,3.08,1.53,3.47,1.79,2.48,1.04,2.6,0.65,4.45,4.06,8.37,7.19,7.21,11.15,11.57,12.43,3.29,2.81,3.66,13.64,14.8,13.79
YDR537C_mRNA,0.79,0.39,0.89,0.29,0.62,0.16,0.82,0.65,0.64,0.68,1.05,0.42,0.49,0.33,1.16,0.86,0.58,0.72,0.87,0.67,1.73,0.81
YDR541C_mRNA,28.85,23.07,29.01,24.35,23.69,17.63,28.87,20.58,36.11,32.5,41.74,42.43,33.68,57.08,47.72,57.13,33.11,30.7,30.44,45.75,52.27,52.1
YDR543C_mRNA,0.16,0.02,0.06,0.02,0.02,0.05,0,0,0.11,0.09,0,0,0.06,0.82,0,0.37,0.17,0.18,0.08,0,0.45,0.3
YDR544C_mRNA,0.07,0.09,0,0.08,0.03,0.08,0,0.06,0.29,0.17,13.33,12.42,10.22,19.3,19.81,14.19,8.61,8.94,8.94,26.46,25.75,18.29
YDR545C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL004W_mRNA,20.35,14.43,17.93,14.06,19.79,11.85,20.02,11.97,26.48,21.91,19.46,23.37,17.95,25.8,19.97,23.63,21.48,19.57,20.58,20.49,25.35,22.59
YEL006W_mRNA,79.6,58.22,74.91,60.97,60.22,35.73,62.07,39.94,90.27,83.09,97.6,99.16,93.8,132.23,126.25,132.59,78.85,76.68,76.08,117.54,119.53,127.95
YEL041W_mRNA,13.35,8.13,12.41,7.65,8.99,4.98,11.17,4.66,14.34,12.6,7.68,6.31,5.36,11.91,10.34,12.64,4.55,4.85,4.27,9.26,7.56,8.57
YLR249W_mRNA,3073.56,3514.54,3576.29,3496.88,3199.26,3375.78,3631.36,3521.31,3228.53,3302.39,2978.26,3012.42,3112.98,3208.8,2848.83,2904.72,3312.78,3289.64,3377.23,2856.89,3042.63,2903.91
YLL012W_mRNA,35.62,24.14,32.11,22.08,43.54,24.48,47.16,30.23,51.32,48.14,56.67,46.92,47.64,54.59,57.08,60.83,49.08,49.43,47.9,57.66,63.14,56.42
YLR020C_mRNA,62.01,54.38,59.77,53.26,60.45,49.64,69.52,60.43,66.13,58.93,64.83,57.49,57.72,69.92,61.61,63.2,64.13,59.47,58.81,63.14,63.5,61.45
YEL008C-A_mRNA,13.59,6.23,8.44,5.95,6.55,3.14,6.73,4.3,9.1,9.06,26.41,24.69,25.01,27.01,26.15,25.6,22.79,21.11,23.46,30.91,32.84,29.77
YEL008W_mRNA,0.7,0.84,0.86,0.51,0.74,0.67,0.81,0.59,0.97,0.86,0.68,1.1,0.57,0,0.29,0,0.33,0.75,0.55,0.58,0.27,0.59
YEL009C-A_mRNA,1.83,1.17,2.08,1.19,1.61,0.46,1.22,0.48,2.6,2.14,1.78,1.12,0.93,2.58,3.88,4.47,0.85,0.94,0.54,4.46,2.14,4.57
YEL010W_mRNA,0.09,0.27,0.46,0.16,0.27,0.17,0.33,0.36,0.5,0.58,0.14,0,0.05,0.15,0.33,0.13,0.19,0.11,0.02,0,0.66,0.4
YEL014C_mRNA,0.11,0.12,0.11,0.02,0.07,0.02,0.08,0,0.17,0.18,0.8,1.16,0.09,0,0.29,0.55,0.19,0.21,0.18,0,0.6,0.39
YEL018C-A_mRNA,0.07,0.11,0.12,0.05,0.27,0.05,0.3,0,0.25,0.18,0,0,0.66,0.37,0.51,0,0.32,0.29,0.34,1.21,0.51,0.4
YEL020C_mRNA,20.8,12.09,17.44,12.02,20.29,9.71,20.87,10.68,21.05,19.84,20.67,19.23,17.57,25.21,26.74,24.3,20.29,20.74,18.34,25.11,23.87,24.73
YEL020C-B_mRNA,0.67,0.4,1.41,0.64,0.72,0.46,1.25,0.35,0.52,0.68,1.42,0,0.66,0.14,0.6,0,1.13,1.05,1.2,1.4,1.2,0.88
YEL023C_mRNA,16.54,9.3,14,9.7,13.22,6.14,15.28,6.79,21.6,18.64,15.89,16.98,13.5,27.5,21.05,25.01,10.12,9.56,9.19,20.63,21.4,23.74
YEL025C_mRNA,38.56,22.83,38.31,22.94,37.69,20.69,39.63,22.92,52.21,44.52,51.8,51.16,47.42,97.15,77.67,89.57,40.96,38.9,38.02,74.02,65.2,73.86
YEL028W_mRNA,12.43,7.28,11.89,7.35,11.18,4.29,8.2,3.97,17.59,15.88,21.38,19.38,17.5,32.26,32.69,37.96,13.76,14.64,15.32,34.04,34.23,32.58
YEL030C-A_mRNA,1.34,0.57,0.8,0.49,0.6,0.37,0.64,0.49,2.04,1.86,2.3,1.04,0.89,2.23,1.35,1.86,0.32,0.44,0.43,2.45,1.04,3.84
YEL032C-A_mRNA,0.26,0,0.13,0.06,0.06,0.03,0.13,0.33,0.21,0.03,0.59,0,0,0,0,0,0,0,0.09,0.04,0,0
YEL034C-A_mRNA,1.91,1.73,1.7,1.76,1.46,0.96,1.5,0.71,1.69,1.92,3.35,1.61,3.8,1.57,4.11,1.09,1.13,1.58,2.05,2.92,1.85,1.9
YEL043W_mRNA,26.53,16.16,23.58,17.65,25.99,16.23,22.57,16.68,23.78,25.54,84.85,72.47,67.37,86.14,88.29,84.95,83.46,82.05,83.45,95.18,90.02,85.52
YEL045C_mRNA,10.68,4.43,0.72,3.92,1.83,1.65,1.89,2,4.9,2.31,36.99,27.19,39.27,20.74,104.13,22.69,32.59,43.58,42.68,67.21,24.12,33.56
YEL050W-A_mRNA,0.23,0.38,0.19,0.31,0.39,0.22,0.64,0.51,0.48,0.28,0,0,0.55,1.09,0.99,0,0.43,0.64,0.73,3.41,0.23,0.15
YEL053W-A_mRNA,1.5,1.26,1.31,1.15,0.94,0.97,1.74,0.99,2.05,1.36,3.63,1.35,3.32,1.1,4.51,1.77,1.3,2.08,2.78,1.52,0.88,2.23
YEL057C_mRNA,7.98,5.73,8.37,5.39,5.18,2.29,5.31,2.51,9.8,7.67,11.84,4.5,7.25,10.87,9.78,9.27,5.59,4.75,5.16,11.83,11.08,11.53
YEL067C_mRNA,7.15,4.64,6.12,4.96,5.53,3.3,5.77,3.56,8.34,7.49,15.07,19.2,13.95,21.06,18.94,19.64,10.09,9.5,8.3,21.92,20.8,22.23
YEL068C_mRNA,47.47,44.86,39.22,47.47,42.01,35.39,44.73,41.01,55.36,48.98,93.8,81.13,76.18,109.97,87.96,106.73,62.93,65.37,61.52,101.92,103.5,105.8
YEL073C_mRNA,39.28,25.02,37.37,21.95,24.66,6.29,25.27,9.82,58.63,51.13,90.45,70.73,73.49,162.24,153.66,153.17,34.8,31.42,30.4,139.16,142.05,127.46
YEL074W_mRNA,14.5,6.84,11.97,7.36,10.43,4.85,13.35,6.83,14.8,14.02,52.06,53.76,38.86,80.41,74.34,82.21,31.77,35.35,37.02,92.91,88.47,93.56
YEL075C_mRNA,0.7,0.41,0,0.4,1.04,0.37,0,0,1.18,1.18,2.3,2.79,0.6,1.51,0.66,1.56,0.9,1.05,1.11,1.27,2.84,1.46
YEL075W-A_mRNA,39.85,20.15,41.79,22.03,35.37,15.89,37.05,19.82,40.36,37.73,166.69,136.71,137.81,212.04,227.17,192.79,116.32,116.07,119.23,260.83,261.24,211.06
YEL076C_mRNA,0,0,0,0,0,0,0,0.34,0.01,0,0,0.73,0,0,0.03,0,0.49,0,0,3.24,3.06,0
YEL076C-A_mRNA,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0
YEL076C-A_pre-mRNA,3.5,2.39,3.48,2.37,2.94,1.37,3.47,1.09,4.54,3.69,3.89,2.1,2.45,4.21,4.91,5.59,1.34,2.39,1.8,3.12,3.21,6.37
YEL077C_mRNA,0.1,0.19,0.2,0.14,0.2,0.1,0.1,0.04,0.24,0.32,0.27,0.2,0.2,0.33,0.48,0.33,0.22,0.22,0.28,0.6,0.48,0.56
YEL077W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
YBL060W_mRNA,33.21,20.11,26.66,20.18,26.23,14.17,28.16,17.2,41.44,34.02,40.31,37.87,32.37,77.72,57.18,75.04,26.86,26.67,25.64,55.83,54.95,63.18
YER041W_mRNA,28.9,17.21,25.38,18.47,20.04,9.22,22.04,10.64,35.45,31.33,42.33,34.5,33.84,63.08,52.35,59.61,22.94,22.03,21.44,54.37,56.33,53.4
YER006C-A_mRNA,0.46,0.47,0.45,0.35,0.63,0.15,0.87,0.98,0.96,0.71,1.76,3.23,0.97,1.67,2.56,2.7,1.51,0.89,0.76,1.09,1.69,2.8
YER010C_mRNA,32.48,30.75,36.51,31.42,31.07,26.72,37.8,34.56,30.43,31.92,43.92,36.27,40.55,58.28,49.67,47.18,47.32,44.77,44.55,51.2,49.02,47.53
YER023C-A_mRNA,0.91,0.13,0.87,0.08,0.63,0.09,0.32,0.13,0.35,0.48,0.17,0,0.67,1.45,0.99,0.89,0.79,0.82,0.87,1.19,0.4,1.43
YER034W_mRNA,24.8,11.91,20.26,12.32,24.13,14.62,22.74,18.32,23.28,24.49,42.21,35.01,34.69,32.36,43.01,37.64,34.72,37.61,36.37,45.27,44.36,40.37
YER038W-A_mRNA,7.39,3.85,7.01,3.99,5.15,2.22,5.12,2.74,7.2,6.61,7.65,10.13,7.84,12.04,12.53,12.6,5.12,6.07,5.51,12.78,12.07,13.09
YER039C-A_mRNA,10.54,5.62,10.98,6.04,8.61,3.3,8.17,4.21,12.37,12.24,15.84,16.86,13.91,16.6,20.83,16.61,12.34,11.09,13.86,17.18,19.77,15.33
YER046W-A_mRNA,1.39,0.6,0.82,0.66,0.88,0.37,0.96,0.29,0.9,0.81,0.75,0.72,0.86,2.21,1.74,1.7,1.35,1.17,0.8,1.76,2.03,1.59
YER053C-A_mRNA,287.47,80.59,217.27,94.68,225.29,63.91,240.02,51.78,273.71,276.12,367.27,321.92,240.55,341.99,304.05,328.77,335.53,299.52,301.43,280.98,294.91,229.07
YER066C-A_mRNA,0.49,0.21,0.48,0.21,0.55,0.13,0.98,0.2,0.77,0.59,2,0.67,0.91,2.38,1.7,1.16,1.1,0.77,0.81,1.33,0.86,1.61
YER067C-A_mRNA,0.81,0.33,0.32,0.32,0.75,0.31,0.3,0.72,0.7,0.91,0.42,0,0.42,0,1.26,0.32,0.36,0.39,0.35,1.57,0.44,1.17
YER068C-A_mRNA,0.55,0.21,1.02,0.15,0.9,0.08,0.78,0,1.19,1.01,1.21,0,0.44,0.74,0.9,0.83,0.69,0.43,0.53,1.08,0.49,0.52
YER076C_mRNA,26.39,20.31,29.18,18.92,22.21,10.1,19.77,10.58,36.78,34.58,41.38,32.43,34.72,68.33,65.85,61.14,19.9,20.43,20.48,65.69,66.05,59.86
YER076W-A_mRNA,1.42,2.2,2.52,1.9,2.06,1.21,1.79,1.09,3.02,2.7,2.55,4.22,1.86,6.17,4.15,3.55,1.93,1.58,1.49,4.93,2.57,2.1
YER077C_mRNA,47.17,30.61,40.95,30.47,44.11,27.57,48.76,31.61,51.63,44.4,34.39,31.24,25.81,44.47,33.85,44.28,35.35,34.59,34.42,31.5,29.52,37.77
YER078W-A_mRNA,2.84,1.38,2.08,1.62,3.05,0.61,3.12,0.76,3.74,3.03,9.16,4.12,5.94,12.56,12.25,9.9,4.06,5.25,2.72,13.58,9.28,9.82
YER079C-A_mRNA,0.39,0.11,0.08,0.05,0.19,0.03,0.15,0,0.1,0.1,0.24,0,0.24,0.4,0.32,0,0.06,0.08,0,0,0.43,0
YER079W_mRNA,18.07,6.86,15.17,7.99,19.16,6.77,16.54,6.97,17.56,17.16,28.8,19.52,17.97,21.04,20.41,22.17,27.55,27.14,26.65,20.97,21.39,17.67
YER084W_mRNA,2.52,1.05,1.7,1.08,1.5,0.75,1.67,0.5,1.55,1.64,3.75,4.16,2.72,1.55,3.75,2.57,2.82,3.21,3.33,2.89,3.73,3.5
YER084W-A_mRNA,0,0.03,0,0.04,0.1,0.02,0.08,0,0.17,0.09,0,0,0,0,0,0,0.01,0.01,0.09,0,0.18,0.04
YER085C_mRNA,5.7,0.99,2.53,1.37,3.3,0.58,3.05,0.84,3.99,3.24,1.76,0.63,0.97,0.9,0.85,0.72,0.91,1.24,0.47,1.6,0.66,1.14
YER087C-A_mRNA,0.7,0.73,0.79,0.8,0.84,0.63,0.86,0.49,1.32,1.14,1.7,2.28,1.53,3.27,1.35,1.82,1.35,1.76,1.29,2.57,2.74,3.33
YER088C-A_mRNA,47.09,31.83,27.42,35.52,31.63,26.35,20.33,21.41,28.43,34.27,82.62,52.57,71.26,47.75,104.2,60.93,27.83,38.46,38.12,105.94,111.4,70.46
YER088W-B_mRNA,1.53,1.19,1.04,1.34,1.33,0.8,1.69,1.05,1.49,1.52,0.78,0.43,0.76,1.66,2.9,0,0.54,1.04,0.82,3.06,0.6,0.45
YER090C-A_mRNA,0.12,0.16,0.32,0.09,0.88,0.08,0.19,0,0.52,0.55,0.61,0,0.21,0.62,0.75,1.13,0.37,0.3,0.21,0,0,0.86
YER091C-A_mRNA,0.54,0.22,0.42,0.51,0.66,0.31,0.73,0.13,0.67,0.69,0,0,0.15,0,0.14,0,0.09,0.17,0.58,0,0,0
YER097W_mRNA,13.65,8.88,13.16,9.81,11.45,9.94,19.31,16.16,11.25,10.91,15.35,12.44,14.51,13.21,12.89,10.91,17.22,17.07,14.48,16.42,17.59,14.75
